Epoch,Timestamp,Open,High,Low,Close,Volume
1735703100,2025-01-01T09:15:00,78265.0703125,78272.9765625,78162.796875,78186.77,0
1735703160,2025-01-01T09:16:00,78183.05,78183.05,78053.390625,78153.66,0
1735703220,2025-01-01T09:17:00,78158.65,78235.23,78158.65,78211.51,0
1735703280,2025-01-01T09:18:00,78215.11,78253.43,78195.91,78251.76,0
1735703340,2025-01-01T09:19:00,78253.04,78271.05,78211.52,78260.12,0
1735703400,2025-01-01T09:20:00,78254.33,78264.3,78223.47,78226.84,0
1735703460,2025-01-01T09:21:00,78224.95,78226.47,78139.55,78139.55,0
1735703520,2025-01-01T09:22:00,78143.03,78181.82,78139.66,78172.08,0
1735703580,2025-01-01T09:23:00,78175.58,78179.71,78142.28,78146.13,0
1735703640,2025-01-01T09:24:00,78146.89,78146.89,78119.22,78126.11,0
1735703700,2025-01-01T09:25:00,78122.46,78122.46,78093.03,78115.67,0
1735703760,2025-01-01T09:26:00,78112.73,78129.52,78108.36,78117.84,0
1735703820,2025-01-01T09:27:00,78118.22,78152.13,78117.58,78129.46,0
1735703880,2025-01-01T09:28:00,78122.02,78122.02,78107.04,78120.13,0
1735703940,2025-01-01T09:29:00,78122.01,78148.61,78122.01,78148.22,0
1735704000,2025-01-01T09:30:00,78146.68,78178.23,78129.36,78153.3,0
1735704060,2025-01-01T09:31:00,78162.96,78169.78,78156.52,78161.39,0
1735704120,2025-01-01T09:32:00,78162.5,78162.5,78059.12,78059.12,0
1735704180,2025-01-01T09:33:00,78057.97,78078.22,78055.81,78065.42,0
1735704240,2025-01-01T09:34:00,78065.51,78075.35,78048.34,78061.05,0
1735704300,2025-01-01T09:35:00,78061.5,78063,78047.9296875,78050.55,0
1735704360,2025-01-01T09:36:00,78049.38,78067.73,78042.5390625,78064.96,0
1735704420,2025-01-01T09:37:00,78064.62,78096.3,78036.77,78046.92,0
1735704480,2025-01-01T09:38:00,78047.01,78077.42,78047.01,78072.92,0
1735704540,2025-01-01T09:39:00,78067.05,78098.73,78067.05,78096.79,0
1735704600,2025-01-01T09:40:00,78099.35,78100.27,78051.74,78052.39,0
1735704660,2025-01-01T09:41:00,78055.24,78073.26,78050.96,78072.78,0
1735704720,2025-01-01T09:42:00,78072.78,78088.43,78011.0234375,78014.05,0
1735704780,2025-01-01T09:43:00,78010.74,78016.66,77989.078125,77994.41,0
1735704840,2025-01-01T09:44:00,77994.41,78026.64,77991.6,78017.7,0
1735704900,2025-01-01T09:45:00,78017.48,78021.87,77967.203125,77981.34,0
1735704960,2025-01-01T09:46:00,77976.59,77976.95,77919.6328125,77942.62,0
1735705020,2025-01-01T09:47:00,77945.51,77945.51,77920.12,77942.61,0
1735705080,2025-01-01T09:48:00,77942.8,77944.6,77902.046875,77930.82,0
1735705140,2025-01-01T09:49:00,77930.39,77942.25,77913.2,77917.8,0
1735705200,2025-01-01T09:50:00,77917.04,77932.61,77901.0234375,77917.05,0
1735705260,2025-01-01T09:51:00,77909.56,77934.74,77909.45,77932.62,0
1735705320,2025-01-01T09:52:00,77929.45,77935.8,77916.13,77929.42,0
1735705380,2025-01-01T09:53:00,77926.42,77932.43,77917.43,77921.76,0
1735705440,2025-01-01T09:54:00,77926.31,77946.64,77916.91,77916.91,0
1735705500,2025-01-01T09:55:00,77914.8,77946.79,77898.296875,77942.53,0
1735705560,2025-01-01T09:56:00,77937.99,77987.04,77925.39,77955.87,0
1735705620,2025-01-01T09:57:00,77951.18,77998.02,77951.18,77996.68,0
1735705680,2025-01-01T09:58:00,77996.68,78007.15,77993.46,78007.15,0
1735705740,2025-01-01T09:59:00,77999.37,78008.7,77989.08,77990.43,0
1735705800,2025-01-01T10:00:00,77988.43,78022.48,77964.29,78021.5,0
1735705860,2025-01-01T10:01:00,78021.88,78028.13,78015.44,78026.62,0
1735705920,2025-01-01T10:02:00,78028.91,78028.91,78001.94,78010.43,0
1735705980,2025-01-01T10:03:00,78011.39,78012.14,77980.44,77983.24,0
1735706040,2025-01-01T10:04:00,77980.55,77984.48,77959.89,77966.43,0
1735706100,2025-01-01T10:05:00,77966.05,77970.45,77952.63,77963.47,0
1735706160,2025-01-01T10:06:00,77964.75,78000.3,77959.8,77994.38,0
1735706220,2025-01-01T10:07:00,77992.05,78006.69,77981.35,77981.35,0
1735706280,2025-01-01T10:08:00,77984.13,78015.78,77984.13,78015.78,0
1735706340,2025-01-01T10:09:00,78013.92,78035.38,78004.35,78023.77,0
1735706400,2025-01-01T10:10:00,78024.29,78038.52,78020.36,78034.51,0
1735706460,2025-01-01T10:11:00,78034.06,78073.28,78030.99,78073.28,0
1735706520,2025-01-01T10:12:00,78078.88,78169.77,78072.64,78161.84,0
1735706580,2025-01-01T10:13:00,78163.88,78181.6,78140.91,78150.33,0
1735706640,2025-01-01T10:14:00,78150.83,78150.83,78115.18,78128.71,0
1735706700,2025-01-01T10:15:00,78125.59,78130.73,78099.05,78100.15,0
1735706760,2025-01-01T10:16:00,78100.74,78118.86,78097.19,78118.14,0
1735706820,2025-01-01T10:17:00,78123.31,78139.45,78108.92,78108.92,0
1735706880,2025-01-01T10:18:00,78109.24,78123.1,78094.52,78122.09,0
1735706940,2025-01-01T10:19:00,78121.69,78135.08,78118.23,78120.49,0
1735707000,2025-01-01T10:20:00,78132.67,78136.96,78115.47,78127.54,0
1735707060,2025-01-01T10:21:00,78128.12,78169.71,78124.93,78153.03,0
1735707120,2025-01-01T10:22:00,78149.74,78153.42,78140.64,78143.19,0
1735707180,2025-01-01T10:23:00,78144.16,78150.66,78109.94,78131.98,0
1735707240,2025-01-01T10:24:00,78131.98,78146.99,78127.3,78142.74,0
1735707300,2025-01-01T10:25:00,78142.74,78180.16,78142.74,78177.15,0
1735707360,2025-01-01T10:26:00,78176.64,78181.11,78157.19,78162.44,0
1735707420,2025-01-01T10:27:00,78158.61,78186.07,78150.53,78186.07,0
