Epoch,Timestamp,Open,High,Low,Close,Volume
1790313300,2026-09-25T10:45:00,73652.45,73652.45,73628.65,73631.56,10209
1790313360,2026-09-25T10:46:00,73629.78,73632.54,73620.76,73631.09,12774
1790313420,2026-09-25T10:47:00,73629.57,73629.57,73593.8,73593.8,15283
1790313480,2026-09-25T10:48:00,73593.8,73601,73584.9,73593.36,9385
1790313540,2026-09-25T10:49:00,73596.33,73597.88,73580.3,73597.18,21943
1790313600,2026-09-25T10:50:00,73601.49,73601.49,73591.65,73593.28,11959
1790313660,2026-09-25T10:51:00,73593.87,73615.66,73591.65,73614.96,9263
1790313720,2026-09-25T10:52:00,73614.75,73634.68,73610.59,73631,11204
1790313780,2026-09-25T10:53:00,73629.55,73629.55,73611.57,73615.82,7006
1790313840,2026-09-25T10:54:00,73617.99,73630.01,73611.11,73629.35,4955
1790313900,2026-09-25T10:55:00,73625.24,73643.58,73625.24,73643,14935
1790313960,2026-09-25T10:56:00,73638.06,73643.26,73634.08,73641.79,8443
1790314020,2026-09-25T10:57:00,73641.38,73641.38,73625.05,73626.74,7715
1790314080,2026-09-25T10:58:00,73627.57,73639.06,73625.51,73638.04,10809
1790314140,2026-09-25T10:59:00,73638.12,73642.24,73633.24,73635.4,7982
1790314200,2026-09-25T11:00:00,73635.04,73644.84,73628.31,73644.76,10706
1790314260,2026-09-25T11:01:00,73647.5,73661.83,73643.98,73644.39,9495
1790314320,2026-09-25T11:02:00,73643.56,73695.94,73641.34,73695.94,18220
1790314380,2026-09-25T11:03:00,73695.81,73712.39,73695.81,73702.93,12509
1790314440,2026-09-25T11:04:00,73703.41,73707.81,73693.79,73695.61,15762
1790314500,2026-09-25T11:05:00,73695.61,73710.13,73693.59,73710.13,22525
1790314560,2026-09-25T11:06:00,73710.13,73716.33,73704.84,73714.18,8529
1790314620,2026-09-25T11:07:00,73712.6,73732.02,73712.6,73721.59,7610
1790314680,2026-09-25T11:08:00,73722.36,73725.03,73710.51,73720.07,18774
1790314740,2026-09-25T11:09:00,73719.73,73726.08,73710.23,73710.23,5489
1790314800,2026-09-25T11:10:00,73710.35,73727.05,73707.45,73725.39,13763
1790314860,2026-09-25T11:11:00,73724.69,73732.41,73720.31,73725.73,13996
1790314920,2026-09-25T11:12:00,73726.84,73735.61,73725.2,73729.21,10414
1790314980,2026-09-25T11:13:00,73728.37,73730.15,73701.89,73707.16,16590
1790315040,2026-09-25T11:14:00,73706.25,73725.16,73705.94,73725.16,9374
1790315100,2026-09-25T11:15:00,73722.44,73729.76,73715.95,73727.46,12873
1790315160,2026-09-25T11:16:00,73727.76,73741.67,73727.34,73736.56,15274
1790315220,2026-09-25T11:17:00,73734.36,73757.08,73732.68,73757.08,24565
1790315280,2026-09-25T11:18:00,73757.79,73760.19,73740.46,73753.7,13426
1790315340,2026-09-25T11:19:00,73753.7,73753.7,73736.87,73746.31,10398
1790315400,2026-09-25T11:20:00,73746.42,73755.58,73742.79,73748.68,24836
1790315460,2026-09-25T11:21:00,73748.68,73775.52,73746.83,73771.04,11701
1790315520,2026-09-25T11:22:00,73771.04,73772.88,73760.84,73766.9,9739
1790315580,2026-09-25T11:23:00,73762.48,73769.09,73760.23,73766.32,11077
1790315640,2026-09-25T11:24:00,73764.91,73767.52,73728.26,73729.88,181617
1790315700,2026-09-25T11:25:00,73730.74,73731.82,73704.72,73710.58,9045
1790315760,2026-09-25T11:26:00,73710.51,73723.69,73704.43,73705.14,7521
1790315820,2026-09-25T11:27:00,73701.06,73709.64,73696.12,73699.97,20238
1790315880,2026-09-25T11:28:00,73699.77,73711.68,73699.57,73707.43,6820
1790315940,2026-09-25T11:29:00,73708.57,73712.55,73698.75,73701.19,7578
1790316000,2026-09-25T11:30:00,73701.19,73709.95,73694.54,73702.4,14881
1790316060,2026-09-25T11:31:00,73702.4,73731.84,73701.67,73731.84,14063
1790316120,2026-09-25T11:32:00,73730.34,73734.68,73722.41,73723.17,13906
1790316180,2026-09-25T11:33:00,73721.59,73736.02,73721.59,73726.1,7915
1790316240,2026-09-25T11:34:00,73725.76,73725.95,73706.9,73713.3,5911
1790316300,2026-09-25T11:35:00,73712.2,73724.25,73712.2,73722.77,6105
1790316360,2026-09-25T11:36:00,73723.4,73723.4,73694.95,73695.03,28113
1790316420,2026-09-25T11:37:00,73695.23,73713.09,73695.23,73708.29,8792
1790316480,2026-09-25T11:38:00,73709.28,73714.24,73700.03,73708.75,11299
1790316540,2026-09-25T11:39:00,73707.51,73722.16,73706.91,73719.44,54038
1790316600,2026-09-25T11:40:00,73719.87,73734.67,73718.77,73730.67,6443
1790316660,2026-09-25T11:41:00,73730.67,73731,73712.65,73721.74,7567
1790316720,2026-09-25T11:42:00,73720.57,73738.65,73716.28,73737.39,11238
1790316780,2026-09-25T11:43:00,73738.07,73739.84,73724.92,73725.9,15697
1790316840,2026-09-25T11:44:00,73725.18,73738.5,73725.14,73732.69,12458
1790316900,2026-09-25T11:45:00,73732.32,73732.32,73711.91,73720.67,9830
1790316960,2026-09-25T11:46:00,73720.02,73737.33,73714.01,73737.33,8854
1790317020,2026-09-25T11:47:00,73737.33,73737.33,73729.06,73732.09,7726
1790317080,2026-09-25T11:48:00,73733.8,73734.06,73722.61,73731.51,4672
1790317140,2026-09-25T11:49:00,73731.51,73731.51,73715.45,73715.45,17228
1790317200,2026-09-25T11:50:00,73715.45,73727.48,73714.52,73722.39,10818
1790317260,2026-09-25T11:51:00,73721.99,73730.94,73719.86,73729.04,6716
1790317320,2026-09-25T11:52:00,73730.4,73740.64,73730.3,73735.4,9145
1790317380,2026-09-25T11:53:00,73735.7,73740.3,73730.18,73734.13,6561
1790317440,2026-09-25T11:54:00,73732.02,73740.39,73724.74,73737.55,13283
1790317500,2026-09-25T11:55:00,73737.47,73743.38,73723.44,73725.55,10940
1790317560,2026-09-25T11:56:00,73725.56,73736.3,73721.73,73727.82,25020
1790317620,2026-09-25T11:57:00,73732.64,73733.49,73724.52,73729.94,4893
1790317680,2026-09-25T11:58:00,73729.3,73731.64,73716.13,73722.17,21508
1790317740,2026-09-25T11:59:00,73720.83,73727.93,73705.02,73709.51,13976
1790317800,2026-09-25T12:00:00,73710.65,73715.5,73704.98,73704.98,5293
1790317860,2026-09-25T12:01:00,73704.6,73713.83,73702.22,73713.83,16345
1790317920,2026-09-25T12:02:00,73713.69,73713.69,73695.79,73695.79,14510
1790317980,2026-09-25T12:03:00,73694.77,73694.77,73666.31,73669.25,46019
1790318040,2026-09-25T12:04:00,73669.79,73674.38,73652.96,73667.63,13186
1790318100,2026-09-25T12:05:00,73666.84,73677.04,73661.98,73677.04,10944
1790318160,2026-09-25T12:06:00,73676.65,73680.15,73671.2,73673.33,4650
1790318220,2026-09-25T12:07:00,73673.33,73676.97,73665.23,73668.28,8282
1790318280,2026-09-25T12:08:00,73667.83,73681.02,73663.58,73681.02,9838
1790318340,2026-09-25T12:09:00,73682.48,73697.92,73679.45,73695.53,10644
1790318400,2026-09-25T12:10:00,73694.97,73699.25,73687.24,73696.86,8869
1790318460,2026-09-25T12:11:00,73696.46,73725.35,73696.46,73724.36,22840
1790318520,2026-09-25T12:12:00,73724.36,73735.48,73718.11,73730.51,33130
1790318580,2026-09-25T12:13:00,73729.99,73733.19,73719.47,73719.47,9330
1790318640,2026-09-25T12:14:00,73720.17,73722.91,73711.73,73722.91,4819
1790318700,2026-09-25T12:15:00,73724.73,73729.94,73721.22,73728.49,17901
1790318760,2026-09-25T12:16:00,73728.49,73729.05,73717.16,73725.76,5791
1790318820,2026-09-25T12:17:00,73724.47,73727.54,73707.65,73712.08,4683
1790318880,2026-09-25T12:18:00,73712.62,73722.86,73709.26,73721.49,5722
1790318940,2026-09-25T12:19:00,73721.2,73724.32,73716.79,73724.32,10387
1790319000,2026-09-25T12:20:00,73720.65,73720.65,73710.04,73712.46,5484
1790319060,2026-09-25T12:21:00,73712.61,73713.98,73703.12,73706.75,6991
1790319120,2026-09-25T12:22:00,73709.14,73711.71,73698.2,73698.26,3590
1790319180,2026-09-25T12:23:00,73696.31,73707.09,73694.82,73703.27,17440
1790319240,2026-09-25T12:24:00,73703.27,73713.17,73698.16,73702.91,7107
1790319300,2026-09-25T12:25:00,73703.6,73710.34,73694.23,73696.98,8334
1790319360,2026-09-25T12:26:00,73702.06,73717.65,73699.59,73714.94,9997
1790319420,2026-09-25T12:27:00,73712.55,73720.23,73706.67,73716.22,7673
1790319480,2026-09-25T12:28:00,73716.22,73721.05,73713.08,73716.79,4386
1790319540,2026-09-25T12:29:00,73716.79,73727.13,73715.5,73723.93,8860
1790319600,2026-09-25T12:30:00,73723.89,73744.12,73721.16,73743.8,7355
1790319660,2026-09-25T12:31:00,73743.18,73748.68,73737.85,73741.94,8773
1790319720,2026-09-25T12:32:00,73744.46,73744.77,73733.95,73737.23,7655
1790319780,2026-09-25T12:33:00,73736.42,73740.92,73724.01,73725.59,5759
1790319840,2026-09-25T12:34:00,73726.47,73732.68,73720.83,73724.61,4205
1790319900,2026-09-25T12:35:00,73725.05,73725.05,73698.03,73702.11,13021
1790319960,2026-09-25T12:36:00,73701.52,73706.83,73672.85,73672.85,10252
1790320020,2026-09-25T12:37:00,73673.9,73686.12,73669.98,73671.3,4484
1790320080,2026-09-25T12:38:00,73670.81,73683.98,73663.24,73679.71,9887
1790320140,2026-09-25T12:39:00,73680.45,73696.48,73680.45,73684.04,8489
1790320200,2026-09-25T12:40:00,73684.04,73693.69,73682.8,73688.85,12507
1790320260,2026-09-25T12:41:00,73688.85,73688.85,73672.28,73682.3,6318
1790320320,2026-09-25T12:42:00,73682.15,73682.15,73663.51,73663.51,25050
1790320380,2026-09-25T12:43:00,73662.14,73662.14,73640.74,73643.41,10767
1790320440,2026-09-25T12:44:00,73641.39,73646.96,73639.78,73640.2,15120
1790320500,2026-09-25T12:45:00,73643.96,73644.14,73629.36,73634.34,7608
1790320560,2026-09-25T12:46:00,73636.07,73640.23,73630.48,73631.19,16677
1790320620,2026-09-25T12:47:00,73631.77,73635.1,73622.8,73626.66,8957
1790320680,2026-09-25T12:48:00,73622.23,73632.1,73622.23,73628.29,16293
1790320740,2026-09-25T12:49:00,73628.29,73633.77,73617.87,73617.87,19894
1790320800,2026-09-25T12:50:00,73617.87,73623.29,73599.38,73608.02,8619
1790320860,2026-09-25T12:51:00,73606.8,73610.94,73598.26,73604.43,6489
1790320920,2026-09-25T12:52:00,73604.44,73611.39,73600.87,73608.12,5648
1790320980,2026-09-25T12:53:00,73607.26,73607.88,73596.32,73606.67,16356
1790321040,2026-09-25T12:54:00,73606.67,73606.67,73593.22,73598.04,11896
1790321100,2026-09-25T12:55:00,73598.64,73603.2,73592.36,73598.98,14613
1790321160,2026-09-25T12:56:00,73598.98,73598.98,73561.89,73561.89,62138
1790321220,2026-09-25T12:57:00,73553.39,73559.61,73537.51,73559.15,22494
1790321280,2026-09-25T12:58:00,73556.21,73581.18,73554.21,73576.16,19902
1790321340,2026-09-25T12:59:00,73576.16,73587.66,73571.31,73585.67,8124
1790321400,2026-09-25T13:00:00,73585.2,73610.99,73581.27,73609.23,11036
1790321460,2026-09-25T13:01:00,73609.23,73616.26,73598.38,73614.31,8610
1790321520,2026-09-25T13:02:00,73614.15,73621.2,73603.51,73606.66,8716
1790321580,2026-09-25T13:03:00,73607.11,73612.2,73600.11,73603.08,4717
1790321640,2026-09-25T13:04:00,73604.3,73613.63,73603.74,73613.61,4756
1790321700,2026-09-25T13:05:00,73612.93,73612.93,73601.23,73601.76,5823
1790321760,2026-09-25T13:06:00,73602.08,73606.23,73596.1,73598.86,10835
1790321820,2026-09-25T13:07:00,73598.25,73608.81,73594.06,73606.66,6791
1790321880,2026-09-25T13:08:00,73606.32,73610.85,73602.79,73609.73,12722
1790321940,2026-09-25T13:09:00,73609.73,73625.21,73609.73,73624.61,8285
1790322000,2026-09-25T13:10:00,73622.73,73635.35,73616.73,73616.73,10151
1790322060,2026-09-25T13:11:00,73620.09,73643.81,73620.09,73641.27,11140
1790322120,2026-09-25T13:12:00,73641.27,73644.21,73624.24,73633.48,6960
1790322180,2026-09-25T13:13:00,73630.29,73634.28,73619.77,73625.15,82019
1790322240,2026-09-25T13:14:00,73623.93,73627.4,73604.92,73604.92,15098
1790322300,2026-09-25T13:15:00,73605.54,73617.45,73595.76,73599.39,6230
1790322360,2026-09-25T13:16:00,73595.13,73605.7,73593.04,73605.7,11365
1790322420,2026-09-25T13:17:00,73606.35,73610.33,73596.58,73596.75,16017
1790322480,2026-09-25T13:18:00,73598.01,73600.91,73584.33,73585.31,11034
1790322540,2026-09-25T13:19:00,73587.7,73592.72,73581.49,73590.76,9028
1790322600,2026-09-25T13:20:00,73587.84,73594.94,73584.13,73591.24,422343
1790322660,2026-09-25T13:21:00,73589.58,73597.41,73587.04,73596.48,7117
1790322720,2026-09-25T13:22:00,73596.48,73596.64,73584.88,73588.2,9216
1790322780,2026-09-25T13:23:00,73586.1,73591.33,73580.57,73588.86,14582
1790322840,2026-09-25T13:24:00,73587.67,73593.49,73569.5,73572.69,9697
1790322900,2026-09-25T13:25:00,73571.35,73587.61,73568.85,73587.61,206713
1790322960,2026-09-25T13:26:00,73587.66,73603.29,73580.64,73600.44,13298
1790323020,2026-09-25T13:27:00,73601.89,73604.32,73589.41,73590,4017
1790323080,2026-09-25T13:28:00,73589.26,73596.96,73583.89,73592.02,6025
1790323140,2026-09-25T13:29:00,73591.22,73604.52,73588.14,73604.4,7913
1790323200,2026-09-25T13:30:00,73604.4,73604.4,73586.49,73586.93,12826
1790323260,2026-09-25T13:31:00,73586.78,73595.43,73582.1,73592.73,5716
1790323320,2026-09-25T13:32:00,73591.97,73595.82,73582.48,73588.1,10124
1790323380,2026-09-25T13:33:00,73586.03,73590.87,73580.82,73584.75,21544
1790323440,2026-09-25T13:34:00,73579.2,73579.2,73559.52,73560.7,11986
1790323500,2026-09-25T13:35:00,73560.7,73574.71,73558.18,73573.53,13891
1790323560,2026-09-25T13:36:00,73568.79,73576.57,73563.23,73576.57,4567
1790323620,2026-09-25T13:37:00,73577.8,73577.8,73562.95,73576.24,6205
1790323680,2026-09-25T13:38:00,73577,73590.97,73568.81,73589.48,606889
1790323740,2026-09-25T13:39:00,73589.39,73598.52,73581.53,73582.3,8067
1790323800,2026-09-25T13:40:00,73583.73,73598.02,73581.96,73594.88,17373
1790323860,2026-09-25T13:41:00,73595.37,73602.44,73592.61,73599.85,6588
1790323920,2026-09-25T13:42:00,73599.11,73604.31,73594.87,73604.31,8568
1790323980,2026-09-25T13:43:00,73604.28,73613.67,73596.54,73596.54,9269
1790324040,2026-09-25T13:44:00,73596.49,73612.48,73596.49,73604.91,6414
1790324100,2026-09-25T13:45:00,73603.26,73608.75,73595.44,73606.66,7769
1790324160,2026-09-25T13:46:00,73606.66,73621.58,73606.31,73620.63,10835
1790324220,2026-09-25T13:47:00,73622.69,73632.71,73615.15,73622.43,7798
1790324280,2026-09-25T13:48:00,73623.08,73623.61,73615.61,73620.24,8175
1790324340,2026-09-25T13:49:00,73620.39,73621.61,73604.33,73605.32,12087
1790324400,2026-09-25T13:50:00,73605.32,73608.31,73595.32,73599.24,9232
1790324460,2026-09-25T13:51:00,73597.04,73606.45,73592.37,73606.45,10773
1790324520,2026-09-25T13:52:00,73608.07,73617.16,73599.21,73611.22,11519
1790324580,2026-09-25T13:53:00,73611.22,73613.13,73594.95,73599.15,9118
1790324640,2026-09-25T13:54:00,73597.41,73609.8,73597.41,73604.43,4798
1790324700,2026-09-25T13:55:00,73603.68,73614.35,73603.1,73610.57,3863
1790324760,2026-09-25T13:56:00,73612.53,73631.3,73607.2,73631.3,11888
1790324820,2026-09-25T13:57:00,73631.3,73635.4,73623.95,73625.59,4831
1790324880,2026-09-25T13:58:00,73626.4,73629.96,73618.76,73624.76,7715
1790324940,2026-09-25T13:59:00,73624.76,73654.69,73624.76,73654.69,26199
1790325000,2026-09-25T14:00:00,73652.81,73738.25,73652.81,73738.25,32707
1790325060,2026-09-25T14:01:00,73737.19,73770.67,73735,73767.77,19365
1790325120,2026-09-25T14:02:00,73769.45,73793.61,73763.25,73771.2,25268
1790325180,2026-09-25T14:03:00,73768.95,73942.8,73765.86,73942.02,43818
1790325240,2026-09-25T14:04:00,73944.75,73968.05,73940.85,73952.23,22594
1790325300,2026-09-25T14:05:00,73953.12,73957.59,73901.76,73903.37,29099
1790325360,2026-09-25T14:06:00,73904.91,73931.78,73899.1,73924.59,22562
1790325420,2026-09-25T14:07:00,73924.8,73924.8,73897.89,73912.09,41468
1790325480,2026-09-25T14:08:00,73912.73,73915.84,73867.1,73867.1,23094
1790325540,2026-09-25T14:09:00,73873.47,73873.47,73822.85,73832.62,777881
1790325600,2026-09-25T14:10:00,73832.62,73858.95,73825.33,73852.48,117958
1790325660,2026-09-25T14:11:00,73856.01,73876.2,73849.51,73875.6,16293
1790325720,2026-09-25T14:12:00,73874.4,73879.1,73849.99,73851.65,19006
1790325780,2026-09-25T14:13:00,73851.92,73853.9,73836.09,73841.61,10171
1790325840,2026-09-25T14:14:00,73841.14,73852.34,73836.52,73852.34,7744
1790325900,2026-09-25T14:15:00,73852.04,73866.46,73848.46,73858.11,16382
1790325960,2026-09-25T14:16:00,73857.61,73878.69,73856.2,73858.52,10530
1790326020,2026-09-25T14:17:00,73859.92,73873.05,73855.97,73872.04,11878
1790326080,2026-09-25T14:18:00,73872.04,73884.84,73868.43,73883.4,11865
1790326140,2026-09-25T14:19:00,73885.24,73885.86,73865.75,73876.37,7487
1790326200,2026-09-25T14:20:00,73872.66,73872.66,73836.74,73836.74,9982
1790326260,2026-09-25T14:21:00,73838.66,73867.36,73835.95,73852.8,13260
1790326320,2026-09-25T14:22:00,73852.8,73859.58,73849.14,73858.79,35659
1790326380,2026-09-25T14:23:00,73858.79,73858.79,73844.6,73851.56,7993
1790326440,2026-09-25T14:24:00,73851.56,73851.56,73840.34,73841.45,7251
1790326500,2026-09-25T14:25:00,73840.32,73872.79,73840.32,73868.06,16472
1790326560,2026-09-25T14:26:00,73870.57,73893.71,73834.13,73865.68,22236696
1790326620,2026-09-25T14:27:00,73868.97,73869.46,73833.55,73837.56,270580
1790326680,2026-09-25T14:28:00,73840.61,73859.18,73836.63,73857.92,50243
1790326740,2026-09-25T14:29:00,73857.77,73865.12,73854.38,73859.6,27686
1790326800,2026-09-25T14:30:00,73859.39,73895.72,73858.31,73895.72,22831
1790326860,2026-09-25T14:31:00,73899.81,73905.12,73890.28,73899.26,20978
1790326920,2026-09-25T14:32:00,73901.76,73911.36,73899.55,73907.31,12710
1790326980,2026-09-25T14:33:00,73907.31,73912.76,73898.14,73910.05,34273
1790327040,2026-09-25T14:34:00,73907.64,73913.55,73891.9,73901.14,14948
1790327100,2026-09-25T14:35:00,73901.14,73907.34,73891.39,73892.67,9356
1790327160,2026-09-25T14:36:00,73893.9,73899.68,73886.11,73892.25,9921
1790327220,2026-09-25T14:37:00,73892.7,73911.23,73888.05,73911.15,11033
1790327280,2026-09-25T14:38:00,73912.16,73915.59,73904.6,73906.84,13418
1790327340,2026-09-25T14:39:00,73907.51,73916.5,73905.01,73915.46,126986
1790327400,2026-09-25T14:40:00,73916.06,73917.68,73897.09,73897.42,19784
1790327460,2026-09-25T14:41:00,73896.75,73898.39,73880.64,73883.13,12663
1790327520,2026-09-25T14:42:00,73883.13,73890.91,73876.09,73876.09,71379
1790327580,2026-09-25T14:43:00,73876.21,73877.64,73859.99,73863.07,15244
1790327640,2026-09-25T14:44:00,73861.12,73873.42,73852.67,73873.42,16964
1790327700,2026-09-25T14:45:00,73873.35,73875.74,73860.82,73860.82,14903
1790327760,2026-09-25T14:46:00,73866.81,73883.98,73864.15,73883.98,19021
1790327820,2026-09-25T14:47:00,73883.98,73883.98,73868.55,73868.55,61278
1790327880,2026-09-25T14:48:00,73870.67,73875.22,73846.74,73851.64,17231
1790327940,2026-09-25T14:49:00,73853.23,73854.76,73834.64,73834.64,12549
1790328000,2026-09-25T14:50:00,73834.64,73837.94,73820.72,73829.74,19159
1790328060,2026-09-25T14:51:00,73829.18,73842.02,73823.03,73842.02,19579
1790328120,2026-09-25T14:52:00,73840.34,73848.23,73837.05,73847.01,20200
1790328180,2026-09-25T14:53:00,73848.08,73864.01,73844.23,73856.59,63558
1790328240,2026-09-25T14:54:00,73856.59,73868.77,73846.92,73868.77,43694
